Table Name,Field Name,Data Type,Category,Priority,Description,Business Purpose,Example Values,Constraints,Business Rules,Compliance Notes,Related Fields
MaterialLot,totalCost,Float,Other,low,"Numeric value for total cost","Supports material management operations by tracking total cost for MaterialLot entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","SOX: Financial data requiring accuracy and access controls",""
MaterialLot,currency,String,Other,low,"Currency information","Supports material management operations by tracking currency for MaterialLot entities",""Example currency"; "Sample currency"; "Test currency"","NOT NULL; UNIQUE","","",""
MaterialLot,isSplit,Boolean,Status,low,"Boolean flag indicating is split status","Supports material management operations by tracking is split for MaterialLot entities","true; false","NOT NULL","","",""
MaterialLot,isMerged,Boolean,Status,low,"Boolean flag indicating is merged status","Supports material management operations by tracking is merged for MaterialLot entities","true; false","NOT NULL","","",""
MaterialLot,notes,String,Documentation,low,"Free-text description or notes","Provides detailed information and context for human understanding and documentation",""Precision machining of aerospace engine blade component"; "Quality inspection notes: Surface finish meets specification"","TEXT type; Optional; Max length: 4000 characters; NOT NULL; UNIQUE","","",""
MaterialLot,customAttributes,Json,Other,low,"Custom attributes information","Supports material management operations by tracking custom attributes for MaterialLot entities",""Example custom attributes"; "Sample custom attributes"; "Test custom attributes"","","","",""
WorkOrder,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
WorkOrder,workOrderNumber,String,Manufacturing,critical,"Human-readable work order identifier","Unique business identifier for manufacturing work orders, used in production tracking",""WO-2024-001"; "WO-2024-002"; "WO-ENG-BLADE-1024"","NOT NULL; UNIQUE; Format: WO-YYYY-NNN; NOT NULL; UNIQUE","","",""
WorkOrder,partNumber,String,Manufacturing,critical,"Manufacturing part number or SKU","Identifies specific part or component in manufacturing processes and inventory",""ENGINE-BLADE-A380"; "TURBINE-DISC-777"; "COMPRESSOR-VANE-787"","NOT NULL; Alphanumeric format; Must exist in parts catalog; NOT NULL; UNIQUE","","",""
WorkOrder,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
WorkOrder,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
WorkOrder,persistentUuid,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
WorkOrder,partId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
WorkOrder,quantity,Int,Measurements,high,"Numerical quantity or count","Tracks amounts for inventory, production planning, and capacity management","10; 25; 100; 1000","Must be positive number; Decimal precision based on unit; NOT NULL; Must be non-negative for quantities and costs","Must be positive for production quantities; Cannot exceed material availability","","unitOfMeasure; cost"
WorkOrder,quantityCompleted,Int,Measurements,high,"Numerical quantity or count","Tracks amounts for inventory, production planning, and capacity management","10; 25; 100; 1000","Must be positive number; Decimal precision based on unit; NOT NULL; Must be non-negative for quantities and costs","Must be positive for production quantities; Cannot exceed material availability","","unitOfMeasure; cost"
WorkOrder,quantityScrapped,Int,Measurements,high,"Numerical quantity or count","Tracks amounts for inventory, production planning, and capacity management","10; 25; 100; 1000","Must be positive number; Decimal precision based on unit; NOT NULL; Must be non-negative for quantities and costs","Must be positive for production quantities; Cannot exceed material availability","","unitOfMeasure; cost"
WorkOrder,status,WorkOrderStatus,Status,high,"Current operational status of the entity","Tracks entity state for workflow management and business process control",""ACTIVE"; "INACTIVE"; "PENDING"; "COMPLETED"; "CANCELLED"","NOT NULL; Must be valid enum value; Default: ACTIVE; NOT NULL","Status changes must follow workflow rules; Status updates require appropriate permissions","","statusChangedAt; statusChangedBy"
WorkOrder,routingId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
WorkOrder,siteId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
WorkOrder,createdById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
WorkOrder,assignedToId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
WorkOrder,dispatchLogs,DispatchLog,Other,high,"Reference to DispatchLog entity","Establishes relationship with DispatchLog for production management operations",""dispatchlog-001"; "dispatchlog-123"","NOT NULL","","",""
WorkOrder,equipmentCommands,EquipmentCommand,Other,high,"Reference to EquipmentCommand entity","Establishes relationship with EquipmentCommand for production management operations",""equipmentcommand-001"; "equipmentcommand-123"","NOT NULL","","",""
WorkOrder,equipmentDataCollections,EquipmentDataCollection,Other,high,"Reference to EquipmentDataCollection entity","Establishes relationship with EquipmentDataCollection for production management operations",""equipmentdatacollection-001"; "equipmentdatacollection-123"","NOT NULL","","",""
WorkOrder,equipmentMaterialMovements,EquipmentMaterialMovement,Other,high,"Reference to EquipmentMaterialMovement entity","Establishes relationship with EquipmentMaterialMovement for production management operations",""equipmentmaterialmovement-001"; "equipmentmaterialmovement-123"","NOT NULL","","",""
WorkOrder,erpMaterialTransactions,ERPMaterialTransaction,Other,high,"Reference to ERPMaterialTransaction entity","Establishes relationship with ERPMaterialTransaction for production management operations",""erpmaterialtransaction-001"; "erpmaterialtransaction-123"","NOT NULL","","",""
WorkOrder,laborTimeEntries,LaborTimeEntry,Other,high,"Reference to LaborTimeEntry entity","Establishes relationship with LaborTimeEntry for production management operations",""labortimeentry-001"; "labortimeentry-123"","NOT NULL","","",""
WorkOrder,machineTimeEntries,MachineTimeEntry,Other,high,"Reference to MachineTimeEntry entity","Establishes relationship with MachineTimeEntry for production management operations",""machinetimeentry-001"; "machinetimeentry-123"","NOT NULL","","",""
WorkOrder,materialTransactions,MaterialTransaction,Other,high,"Reference to MaterialTransaction entity","Establishes relationship with MaterialTransaction for production management operations",""materialtransaction-001"; "materialtransaction-123"","NOT NULL","","",""
WorkOrder,ncrs,NCR,Other,high,"Reference to NCR entity","Establishes relationship with NCR for production management operations",""ncr-001"; "ncr-123"","NOT NULL","","",""
WorkOrder,processDataCollections,ProcessDataCollection,Other,high,"Reference to ProcessDataCollection entity","Establishes relationship with ProcessDataCollection for production management operations",""processdatacollection-001"; "processdatacollection-123"","NOT NULL","","",""
WorkOrder,productionPerformanceActuals,ProductionPerformanceActual,Other,high,"Reference to ProductionPerformanceActual entity","Establishes relationship with ProductionPerformanceActual for production management operations",""productionperformanceactual-001"; "productionperformanceactual-123"","NOT NULL","","",""
WorkOrder,productionScheduleRequests,ProductionScheduleRequest,Other,high,"Reference to ProductionScheduleRequest entity","Establishes relationship with ProductionScheduleRequest for production management operations",""productionschedulerequest-001"; "productionschedulerequest-123"","NOT NULL","","",""
WorkOrder,variances,ProductionVariance,Other,high,"Reference to ProductionVariance entity","Establishes relationship with ProductionVariance for production management operations",""productionvariance-001"; "productionvariance-123"","NOT NULL","","",""
WorkOrder,qifMeasurementPlans,QIFMeasurementPlan,Other,high,"Reference to QIFMeasurementPlan entity","Establishes relationship with QIFMeasurementPlan for production management operations",""qifmeasurementplan-001"; "qifmeasurementplan-123"","NOT NULL","","",""
WorkOrder,qifMeasurementResults,QIFMeasurementResult,Other,high,"Reference to QIFMeasurementResult entity","Establishes relationship with QIFMeasurementResult for production management operations",""qifmeasurementresult-001"; "qifmeasurementresult-123"","NOT NULL","","",""
WorkOrder,qualityInspections,QualityInspection,Other,high,"Reference to QualityInspection entity","Establishes relationship with QualityInspection for production management operations",""qualityinspection-001"; "qualityinspection-123"","NOT NULL","","",""
WorkOrder,scheduleEntry,ScheduleEntry,Other,high,"Reference to ScheduleEntry entity","Establishes relationship with ScheduleEntry for production management operations",""scheduleentry-001"; "scheduleentry-123"","","","",""
WorkOrder,operations,WorkOrderOperation,Other,high,"Reference to WorkOrderOperation entity","Establishes relationship with WorkOrderOperation for production management operations",""workorderoperation-001"; "workorderoperation-123"","NOT NULL","","",""
WorkOrder,statusHistory,WorkOrderStatusHistory,Other,high,"Reference to WorkOrderStatusHistory entity","Establishes relationship with WorkOrderStatusHistory for production management operations",""workorderstatushistory-001"; "workorderstatushistory-123"","NOT NULL","Status changes must follow workflow rules; Status updates require appropriate permissions","",""
WorkOrder,assignedTo,User,Other,high,"Reference to User entity","Establishes relationship with User for production management operations",""user-001"; "user-123"","","","",""
WorkOrder,createdBy,User,Other,high,"Reference to User entity","Establishes relationship with User for production management operations",""user-001"; "user-123"","NOT NULL","","",""
WorkOrder,part,Part,Other,high,"Reference to Part entity","Establishes relationship with Part for production management operations",""part-001"; "part-123"","NOT NULL","","",""
WorkOrder,routing,Routing,Other,high,"Reference to Routing entity","Establishes relationship with Routing for production management operations",""routing-001"; "routing-123"","","","",""
WorkOrder,site,Site,Other,high,"Reference to Site entity","Establishes relationship with Site for production management operations",""site-001"; "site-123"","","","",""
WorkOrder,workPerformance,WorkPerformance,Other,high,"Reference to WorkPerformance entity","Establishes relationship with WorkPerformance for production management operations",""workperformance-001"; "workperformance-123"","NOT NULL","","",""
WorkOrder,torqueEvents,TorqueEvent,Other,high,"Reference to TorqueEvent entity","Establishes relationship with TorqueEvent for production management operations",""torqueevent-001"; "torqueevent-123"","NOT NULL","","",""
WorkOrder,kits,Kit,Other,high,"Reference to Kit entity","Establishes relationship with Kit for production management operations",""kit-001"; "kit-123"","NOT NULL","","",""
WorkOrder,buildRecord,BuildRecord,Other,high,"Reference to BuildRecord entity","Establishes relationship with BuildRecord for production management operations",""buildrecord-001"; "buildrecord-123"","","","",""
WorkOrder,partSubstitutions,WorkOrderPartSubstitution,Other,high,"Reference to WorkOrderPartSubstitution entity","Establishes relationship with WorkOrderPartSubstitution for production management operations",""workorderpartsubstitution-001"; "workorderpartsubstitution-123"","NOT NULL","","",""
WorkOrder,priority,WorkOrderPriority,Business Logic,medium,"Business priority level for processing or attention","Determines processing order and resource allocation in manufacturing workflows",""LOW"; "NORMAL"; "HIGH"; "URGENT"; "CRITICAL"","NOT NULL; Must be valid priority level; Default: NORMAL; NOT NULL","","",""
WorkOrder,dueDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
WorkOrder,actualStartDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
WorkOrder,actualEndDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
WorkOrder,customerOrder,String,Other,low,"Customer order information","Supports production management operations by tracking customer order for WorkOrder entities",""Example customer order"; "Sample customer order"; "Test customer order"","NOT NULL; UNIQUE","","",""
WorkOrder,startedAt,DateTime,Temporal,low,"Date and time for started at","Supports production management operations by tracking started at for WorkOrder entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
WorkOrder,completedAt,DateTime,Temporal,low,"Date and time for completed at","Supports production management operations by tracking completed at for WorkOrder entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
Equipment,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
Equipment,serialNumber,String,Traceability,critical,"Unique serial number for individual part instance","Enables complete traceability of individual parts through manufacturing and service life",""SN-ENG-001-20241030"; "SN-TURB-205-20241025"; "SN-COMP-089-20241028"","UNIQUE; Format varies by part type; Required for serialized parts; NOT NULL; UNIQUE","","FDA 21 CFR Part 11: Electronic records requiring digital signatures and audit trails",""
Equipment,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
Equipment,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
Equipment,equipmentClass,EquipmentClass,Other,high,"Reference to EquipmentClass entity","Establishes relationship with EquipmentClass for equipment management operations",""equipmentclass-001"; "equipmentclass-123"","NOT NULL","","",""
Equipment,parentEquipmentId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Equipment,siteId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Equipment,areaId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Equipment,workCenterId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Equipment,workUnitId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Equipment,status,EquipmentStatus,Status,high,"Current operational status of the entity","Tracks entity state for workflow management and business process control",""ACTIVE"; "INACTIVE"; "PENDING"; "COMPLETED"; "CANCELLED"","NOT NULL; Must be valid enum value; Default: ACTIVE; NOT NULL","","","statusChangedAt; statusChangedBy"
Equipment,currentState,EquipmentState,Other,high,"Reference to EquipmentState entity","Establishes relationship with EquipmentState for equipment management operations",""equipmentstate-001"; "equipmentstate-123"","NOT NULL","","",""
Equipment,area,Area,Other,high,"Reference to Area entity","Establishes relationship with Area for equipment management operations",""area-001"; "area-123"","","","",""
Equipment,parentEquipment,Equipment,Other,high,"Reference to Equipment entity","Establishes relationship with Equipment for equipment management operations",""equipment-001"; "equipment-123"","","","",""
Equipment,childEquipment,Equipment,Other,high,"Reference to Equipment entity","Establishes relationship with Equipment for equipment management operations",""equipment-001"; "equipment-123"","NOT NULL","","",""
Equipment,site,Site,Other,high,"Reference to Site entity","Establishes relationship with Site for equipment management operations",""site-001"; "site-123"","","","",""
Equipment,workCenter,WorkCenter,Other,high,"Reference to WorkCenter entity","Establishes relationship with WorkCenter for equipment management operations",""workcenter-001"; "workcenter-123"","","","",""
Equipment,workUnit,WorkUnit,Other,high,"Reference to WorkUnit entity","Establishes relationship with WorkUnit for equipment management operations",""workunit-001"; "workunit-123"","","","",""
Equipment,capabilities,EquipmentCapability,Other,high,"Reference to EquipmentCapability entity","Establishes relationship with EquipmentCapability for equipment management operations",""equipmentcapability-001"; "equipmentcapability-123"","NOT NULL","","",""
Equipment,equipmentCommands,EquipmentCommand,Other,high,"Reference to EquipmentCommand entity","Establishes relationship with EquipmentCommand for equipment management operations",""equipmentcommand-001"; "equipmentcommand-123"","NOT NULL","","",""
Equipment,equipmentDataCollections,EquipmentDataCollection,Other,high,"Reference to EquipmentDataCollection entity","Establishes relationship with EquipmentDataCollection for equipment management operations",""equipmentdatacollection-001"; "equipmentdatacollection-123"","NOT NULL","","",""
Equipment,logs,EquipmentLog,Other,high,"Reference to EquipmentLog entity","Establishes relationship with EquipmentLog for equipment management operations",""equipmentlog-001"; "equipmentlog-123"","NOT NULL","","",""
Equipment,equipmentMaterialMovements,EquipmentMaterialMovement,Other,high,"Reference to EquipmentMaterialMovement entity","Establishes relationship with EquipmentMaterialMovement for equipment management operations",""equipmentmaterialmovement-001"; "equipmentmaterialmovement-123"","NOT NULL","","",""
Equipment,performanceData,EquipmentPerformanceLog,Other,high,"Reference to EquipmentPerformanceLog entity","Establishes relationship with EquipmentPerformanceLog for equipment management operations",""equipmentperformancelog-001"; "equipmentperformancelog-123"","NOT NULL","","",""
Equipment,stateHistory,EquipmentStateHistory,Other,high,"Reference to EquipmentStateHistory entity","Establishes relationship with EquipmentStateHistory for equipment management operations",""equipmentstatehistory-001"; "equipmentstatehistory-123"","NOT NULL","","",""
Equipment,machineTimeEntries,MachineTimeEntry,Other,high,"Reference to MachineTimeEntry entity","Establishes relationship with MachineTimeEntry for equipment management operations",""machinetimeentry-001"; "machinetimeentry-123"","NOT NULL","","",""
Equipment,maintenanceWorkOrders,MaintenanceWorkOrder,Other,high,"Reference to MaintenanceWorkOrder entity","Establishes relationship with MaintenanceWorkOrder for equipment management operations",""maintenanceworkorder-001"; "maintenanceworkorder-123"","NOT NULL","","",""
Equipment,processDataCollections,ProcessDataCollection,Other,high,"Reference to ProcessDataCollection entity","Establishes relationship with ProcessDataCollection for equipment management operations",""processdatacollection-001"; "processdatacollection-123"","NOT NULL","","",""
Equipment,productionScheduleRequests,ProductionScheduleRequest,Other,high,"Reference to ProductionScheduleRequest entity","Establishes relationship with ProductionScheduleRequest for equipment management operations",""productionschedulerequest-001"; "productionschedulerequest-123"","NOT NULL","","",""
Equipment,name,String,Personnel,medium,"Person or entity name","Human-readable identification for users, customers, suppliers, and entities",""John"; "Doe"; "Quality Control Lab"; "Supplier ABC Corp"","NOT NULL; Max length: 100 characters; NOT NULL; UNIQUE","","",""
Equipment,installDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
Equipment,commissionDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
Equipment,isActive,Boolean,Status,medium,"Boolean flag indicating if the record is currently active","Simple active/inactive toggle for enabling/disabling entities in business processes","true; false","NOT NULL; Default: true; NOT NULL","","",""
Equipment,equipmentNumber,String,Other,low,"Equipment number information","Supports equipment management operations by tracking equipment number for Equipment entities",""Example equipment number"; "Sample equipment number"; "Test equipment number"","NOT NULL; UNIQUE","","",""
Equipment,description,String,Documentation,low,"Free-text description or notes","Provides detailed information and context for human understanding and documentation",""Precision machining of aerospace engine blade component"; "Quality inspection notes: Surface finish meets specification"","TEXT type; Optional; Max length: 4000 characters; NOT NULL; UNIQUE","","",""
Equipment,equipmentType,String,Other,low,"Equipment type information","Supports equipment management operations by tracking equipment type for Equipment entities",""Example equipment type"; "Sample equipment type"; "Test equipment type"","NOT NULL; UNIQUE","","",""
Equipment,equipmentLevel,Int,Other,low,"Numeric value for equipment level","Supports equipment management operations by tracking equipment level for Equipment entities","1; 10; 100","NOT NULL","","",""
Equipment,manufacturer,String,Other,low,"Manufacturer information","Supports equipment management operations by tracking manufacturer for Equipment entities",""Example manufacturer"; "Sample manufacturer"; "Test manufacturer"","NOT NULL; UNIQUE","","",""
Equipment,model,String,Other,low,"Model information","Supports equipment management operations by tracking model for Equipment entities",""Example model"; "Sample model"; "Test model"","NOT NULL; UNIQUE","","",""
Equipment,stateChangedAt,DateTime,Temporal,low,"Date and time for state changed at","Supports equipment management operations by tracking state changed at for Equipment entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
Equipment,utilizationRate,Float,Other,low,"Numeric value for utilization rate","Supports equipment management operations by tracking utilization rate for Equipment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
Equipment,availability,Float,Other,low,"Numeric value for availability","Supports equipment management operations by tracking availability for Equipment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
Equipment,performance,Float,Other,low,"Numeric value for performance","Supports equipment management operations by tracking performance for Equipment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
Equipment,quality,Float,Other,low,"Numeric value for quality","Supports equipment management operations by tracking quality for Equipment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
Equipment,oee,Float,Other,low,"Numeric value for oee","Supports equipment management operations by tracking oee for Equipment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
Equipment,ratedCapacity,Float,Other,low,"Numeric value for rated capacity","Supports equipment management operations by tracking rated capacity for Equipment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
Equipment,currentCapacity,Float,Other,low,"Numeric value for current capacity","Supports equipment management operations by tracking current capacity for Equipment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
MaterialDefinition,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
MaterialDefinition,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
MaterialDefinition,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
MaterialDefinition,materialClassId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialDefinition,baseUnitOfMeasureId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialDefinition,alternateUnitOfMeasureId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialDefinition,materialType,MaterialType,Other,high,"Reference to MaterialType entity","Establishes relationship with MaterialType for material management operations",""materialtype-001"; "materialtype-123"","NOT NULL","","",""
MaterialDefinition,specification,String,Quality,high,"Technical specification or requirement","Defines quality standards, technical requirements, and compliance criteria",""AMS4911 - Titanium Alloy Standard"; "Surface finish: 1.6 Ra max"","Must reference valid standard; Version controlled; NOT NULL; UNIQUE","","",""
MaterialDefinition,currencyId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialDefinition,inspectionFrequency,String,Quality,high,"Quality inspection related data","Tracks quality control processes and compliance with manufacturing standards",""PASS"; "FAIL"; "IN_PROGRESS"; "PENDING_REVIEW"","Must be valid inspection result; Auditable; NOT NULL; UNIQUE","","",""
MaterialDefinition,primarySupplierId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialDefinition,replacementMaterialId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialDefinition,materialClass,MaterialClass,Other,high,"Reference to MaterialClass entity","Establishes relationship with MaterialClass for material management operations",""materialclass-001"; "materialclass-123"","NOT NULL","","",""
MaterialDefinition,replacementMaterial,MaterialDefinition,Other,high,"Reference to MaterialDefinition entity","Establishes relationship with MaterialDefinition for material management operations",""materialdefinition-001"; "materialdefinition-123"","","","",""
MaterialDefinition,replacedMaterials,MaterialDefinition,Other,high,"Reference to MaterialDefinition entity","Establishes relationship with MaterialDefinition for material management operations",""materialdefinition-001"; "materialdefinition-123"","NOT NULL","","",""
MaterialDefinition,baseUnitOfMeasureRef,UnitOfMeasure,Other,high,"Reference to UnitOfMeasure entity","Establishes relationship with UnitOfMeasure for material management operations",""unitofmeasure-001"; "unitofmeasure-123"","","","",""
MaterialDefinition,alternateUnitOfMeasureRef,UnitOfMeasure,Other,high,"Reference to UnitOfMeasure entity","Establishes relationship with UnitOfMeasure for material management operations",""unitofmeasure-001"; "unitofmeasure-123"","","","",""
MaterialDefinition,currencyRef,Currency,Other,high,"Reference to Currency entity","Establishes relationship with Currency for material management operations",""currency-001"; "currency-123"","","","",""
MaterialDefinition,lots,MaterialLot,Other,high,"Reference to MaterialLot entity","Establishes relationship with MaterialLot for material management operations",""materiallot-001"; "materiallot-123"","NOT NULL","","",""
MaterialDefinition,properties,MaterialProperty,Other,high,"Reference to MaterialProperty entity","Establishes relationship with MaterialProperty for material management operations",""materialproperty-001"; "materialproperty-123"","NOT NULL","","",""
MaterialDefinition,isActive,Boolean,Status,medium,"Boolean flag indicating if the record is currently active","Simple active/inactive toggle for enabling/disabling entities in business processes","true; false","NOT NULL; Default: true; NOT NULL","","",""
MaterialDefinition,obsoleteDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
MaterialDefinition,materialNumber,String,Other,low,"Material number information","Supports material management operations by tracking material number for MaterialDefinition entities",""Example material number"; "Sample material number"; "Test material number"","NOT NULL; UNIQUE","","FDA 21 CFR Part 11: Electronic records requiring digital signatures and audit trails",""
MaterialDefinition,materialName,String,Other,low,"Material name information","Supports material management operations by tracking material name for MaterialDefinition entities",""Example material name"; "Sample material name"; "Test material name"","NOT NULL; UNIQUE","","",""
MaterialDefinition,description,String,Documentation,low,"Free-text description or notes","Provides detailed information and context for human understanding and documentation",""Precision machining of aerospace engine blade component"; "Quality inspection notes: Surface finish meets specification"","TEXT type; Optional; Max length: 4000 characters; NOT NULL; UNIQUE","","",""
